,text,date
206,"«Мы выпустили 32 млн готовых блюд. Много это или мало? Этим объемом еды можно несколько дней кормить все население Воронежа или Самары», — рассуждает основатель компании по производству и доставке здоровой еды Performance Group и победитель рейтинга «30 самых перспективных россиян до 30 лет» по версии Forbes в 2021 году в категории «Предприниматели» Артур Зеленый. 2021 стал годом роста для его компании — за год выручка увеличилась на 60% и превысила 5 млрд рублей. 

С 2019 года в списке молодых и перспективных побывали российские основатели самых успешных и инновационных компаний — Skyеng, StudyFree, Legionfarm, Performance Group, BestDoctor, Devar и другие.

Forbes поговорил с некоторыми из них и узнал, как изменился их бизнес с момента попадания в список и к каким трудностям и возможностям предприниматели готовятся в 2022-м

: DR",2022-05-11 21:23:29
207,"Российские компании переживают падение оборота на фоне кризиса. Сильнее всего объем продаж в денежном выражении в апреле этого года упал у кинотеатров — на 43% по сравнению с аналогичным периодом прошлого года и на 8% — по сравнению с мартом 2022 года. 

Продавцы одежды и обуви зафиксировали падение оборота на 14% относительно прошлого года и на 2% относительно марта. Продавцы электроники и бытовой техники — на 11% и 31% соответственно.

Такие результаты показало исследование аналитического ресурса «Чек Индекс». Больше данных — в материале Forbes.",2022-05-04 10:21:36
208,"Где россияне теперь покупают одежду и кто на этом зарабатывает? 

Популярные марки масс-маркета и люкса приостановили работу в России, а США и Евросоюз ввели санкции на ввоз в Россию предметов роскоши. Санкционные ограничения ЕС, в отличие от американских, распространяются на российских физлиц, но не действуют за пределами стран Евросоюза. Россияне могут ввозить в Россию из Европы напрямую товары стоимостью менее €300.

Все эти факторы привели к новому расцвету на рынке услуг перекупщиков. Forbes узнал, кто и как помогает россиянам покупать масс-маркет и люкс и почему параллельно растет спрос на секонд-хенд.

: Вячеслава Прокофьева / ТАСС",2022-05-03 13:42:51
209,"Среди номинантов премии Forbes «30 до 30» в категории «Мода и дизайн» — звездный визажист, основательница ресейл-платформы люксовых сумок и аксессуаров, дизайнер, чью одежду носит Кайли Дженнер, модель Prada и др. Подробнее о десятке самых перспективных российских деятелях моды и дизайна — в материале Forbes.

:  Основательницы ресейл-проекта The Cultt. (Фото DR)",2022-05-02 17:58:24
210,"10 самых перспективных российских предпринимателей моложе 30 лет — в новом лонг-листе рейтинга российского Forbes. 

Категория «Предприниматели» — профильная для нашей редакции. Составлять лонг-лист в ней нам помогали эксперты — вместе с ними мы оценивали перспективы стартаперов, в том числе тех, кто прислал заявку на участие в проекте. При выборе мы учитывали потенциал бизнеса не только в России, но и за рубежом, интерес к нему инвесторов и соответствие трендам времени. Посмотрите, кто попал в итоговую десятку, в материале Forbes.",2022-05-01 12:34:30
211,"Звезда поп-ММА Хасбик, ютубер Дмитрий Масленников, инстаблогер Александра Митрошина, комик Сергей Орлов и другие амбициозные авторы текстового, видео- и аудиоконтента, а также предприниматели в сфере новых медиа — в новом рейтинге российского Forbes «30 до 30».  

Лонг-лист из 100 номинантов уже опубликован, проголосовать за участников можно до 20 мая включительно. Узнать подробнее о номинантах категории «Новые медиа» — в новом материале Forbes.",2022-04-30 18:00:54
212,"На этой неделе инвесторы вложились в четыре компании: разработчика платформы для оптимизации цепочек поставок, два сервиса доставки продуктов и приложение, создающее персональные подборки мобильных игр. Список составлен на основе данных Forbes, TechCrunch и Dev.by. 

Максимальная сумма вложений на этой неделе — $25 млн. Подробности — в еженедельной рубрике уже на сайте Forbes.",2022-04-30 13:00:42
213,"Опубликован лонг-лист из 100 номинантов на участие в рейтинге Forbes  «30 до 30» в 2022 году. В числе претендентов оказались и те, кто откликнулся на призыв Forbes заполнить и прислать заявку на участие в проекте, и те номинанты, которых редакция Forbes отобрала вместе с экспертами и членами жюри. 

Из списка номинантов жюри, экспертный совет и редакция выберут топ-30. Внести свой вклад могут и читатели — с помощью онлайн-голосования на сайте Forbes, которое продлится до 20 мая включительно.",2022-04-27 17:26:15
214,"Платформа для проведения онлайн-мероприятий и сервис для поиска наставников — стартапы с русскоязычными основателями, которые привлекли инвестиции на этой неделе.

Список составлен на основе данных Forbes и Inc. Максимальная сумма вложений на этой неделе — 30 млн рублей. Подробности — в традиционной субботней рубрике Forbes.

:  Getty Images",2022-04-23 12:20:27
215,"«Многие приезжие прежде не знали про Узбекистан или думали, что «это пустыня, где ездят на осликах и верблюдах». Но все они по приезде «оказываются шокированы», — рассказывает Боходир Аюпов,  заместителя директора местного IT-парка.

Узбекистан стал хабом IT-эмиграции — с 1 апреля республика начала выдавать трехлетние IT-визы для инвесторов, учредителей и специалистов в сфере информационных технологий. А 14 апреля президент Узбекистана Шавкат Мирзиёев поручил превратить государство в региональный IT-центр и привлечь к работе в нем минимум 30 крупных мировых IT-компаний.

Forbes узнал, как и почему Узбекистан стал одним из популярных направлений переезда российских IT-специалистов и компаний, почему многие не планируют задерживаться надолго и какими еще возможностями государство привлекает эмигрантов.

: Владимир Смирнов / ТАСС",2022-04-23 12:07:00
216,"Из-за ухода IKEA около двух десятков фабрик в России оказались в кризисе. Например, на «Поволжском фанерно-мебельном комбинате» 900 сотрудников производили мебель более чем на 1 млрд рублей, в том числе для отправки в страны Евросоюза. Пострадала и компания «Аскона», выпускающая для IKEA 1 млн матрасов в год. 

Как IKEA за годы изменила российский мебельный рынок и что будет с ним, если шведская компания в ближайшее время не вернется? Рассказывает Антон Макаров, основатель интернет-магазина мебели Divan.ru, в колонке Forbes

: Pavel Pavlov / Anadolu Agency via Getty Images",2022-04-21 10:57:34
217,"Совместное предприятие «Сбера» и VK может продать «Кухню на районе» крупнейшему петербургскому сервису доставки еды «2 Берега» с доплатой на развитие, узнал Forbes. Сделка позволит «2 Берегам», который в Санкт-Петербурге занимался скупкой убыточных активов, выйти на рынок Москвы, говорят эксперты",2022-04-20 11:15:34
218,"Если считаете, что покупка квартиры в Дубае вариант слишком экзотический, то недвижимость в Москве — всегда рядом и всегда в цене.

Роскошные Turandot Residences и Artisan — клубные дома класса deluxe в Арбатском районе – полностью построены. А значит — никаких сюрпризов со сроками сдачи, строительными материалами и отделкой. 

→ Престижный центр Москвы с его культурно-историческим окружением, ресторанами и бутиками; 
→ Элитарные клубные дома на 30 и 43 квартиры (минимум соседей); 
→ Виды с вами навсегда: панорама старомосковских особняков, МИД, Дом Актера, Дом Мельникова или ландшафтный сад; 
→ Редкие форматы: двухуровневые квартиры с мансардными окнами, персональным лифтом и потолками 5,5 м; 
→ Пентхаусы с террасами; 
→ Уникальные интерьеры лобби в Turandot Residences от знаменитой Джейд Джаггер и архбюро Yoo; 
→ Современные инженерные системы очистки и увлажнения воздуха. 

*Реклама",2022-04-20 11:03:07
219,"#эксклюзив Разработчик программного обеспечения EPAM Systems перевез своих сотрудников из Белоруссии и России в Узбекистан. Об этом Forbes рассказали два местных предпринимателя и подтвердил один из сотрудников EPAM, переехавший в Узбекистан, а также один из российских инвесторов, который там находится. По словам последнего, речь идет о нескольких сотнях человек. «У нас в общем чатике для Узбекистана около 600 человек, так что, скорее всего, [EPAM перевезла в Узбекистан] до тысячи [работников]», — говорит один из сотрудников компании.

Один из сотрудников EPAM, который сейчас находится в Узбекистане, рассказывает, что компания помогала с релокацией — «и финансово, и с поиском самолета и жилья». По его словам, компания оплачивает перелет для сотрудника и его семьи, проживание и суточные расходы в первый месяц. «Это доступно для всех сотрудников, кто захочет», — говорит он. Помимо Узбекистана, с его слов, разработчик предлагает сотрудникам релокацию еще примерно в 10 стран. Среди популярных направлений релокации сотрудников EPAM также Грузия и Армения, отмечает он.

По данным, озвученным на совещании президента Республики Шавката Мирзиёева 14 апреля, с начала этого года в Узбекистан приехало около 3000 зарубежных IT-специалистов. 

@forbesglobalrus",2022-04-18 17:19:10
220,"Турцию выбирают почти четверть желающих эмигрировать граждан России, по оценкам принципала фонда Runa Capital Константина Виноградова. 

Forbes поговорил с эмигрантами: актуальные вопросы — открытие счета в турецком банке (с наплывом мигрантов это стало сложнее), аренда жилья и получение вида на жительство. 

При этом россияне редко рассматривают Турцию как страну для релокации компании, говорит аналитик одного из российских венчурных фондов и миграционный эксперт Hello Move Павел Смирнов. Российские предприниматели делают выбор в пользу стран с хорошим инвестиционным климатом, кроме того, самостоятельно открыть компанию в Турции сложно, понадобится юрист. 

Подробнее— в новом материале Forbes.

: Zuma / TASS",2022-04-18 10:20:18
221,"Инвестиции привлекли онлайн-сервис заказа и оплаты блюд и напитков, иммиграционная платформа для IT-специалистов и предпринимателей и сервис персонального подбора витаминов. 

Forbes продолжает рассказывать о стартапах с русскоязычными основателями, которые закрыли инвестиционные раунды на этой неделе.",2022-04-16 10:15:25
222,"Forbes Global Russians (@forbesglobalrus) проведет серию вебинаров о расширении и релокации бизнеса в Армению, ОАЭ и Турцию.

19, 27 апреля и 4 мая вместе с экспертами и предпринимателями обсудим ключевые вопросы:

— В чем плюсы и минусы релокации в страну?
— Как и какие типы организаций можно зарегистрировать иностранцам?
— Что важно знать об инвестиционном климате в стране?
— На каких условиях можно получить визу / паспорт / ВНЖ?
— Есть ли особые условия для обладателей российского паспорта?
— Сколько стоит аренда и покупка недвижимости?
— Что нужно знать о банковском обслуживании?
— Какие налоги придется платить?
— Сколько времени стоит заложить на релокацию?
— К каким сложностям нужно подготовиться?
— Что важно знать о бытовой стороне жизни в стране?
— Подходит ли страна для релокации с семьей?
— Какие русскоязычные сообщества есть в стране?

Модератором прямых эфиров будет первый заместитель главного редактора Forbes Russia Елена Тофанюк.

Подробности и регистрация: ",2022-04-15 17:56:06
223,"Больше трети россиян боятся потерять работу — об этом говорит опрос Skillbox, проведенный с 7 марта по 7 апреля 2022 года среди 64 501 человек.

Также респондентов беспокоит неопределенность в развитии карьеры, а специалистов отрасли торговли, экономистов, финансистов и риэлторов — что их профессия и вовсе перестанет быть востребованной. Есть и те, кто планирует освоить новую сферу — популярным направлением стал дизайн.

Больше данных — в материале Forbes.",2022-04-15 10:38:12
224,"45% компаний в России внепланово снижают или останавливают набор сотрудников до конца года. 

При этом в 23% компаний численность сотрудников уже снизилась с начала текущего кризиса, больше всего — в Москве и Санкт-Петербурге. Увольнения коснулись или коснутся в первую очередь сотрудников бэк-офиса, отделов продаж и HR, а также линейных сотрудников в логистике, транспорте и доставке.

Такие результаты показал опрос HeadHunter среди 420 HR-директоров российских компаний.",2022-04-15 08:06:44
225,"«Стабильная экономика и благоприятный инвестиционный климат» — причины, по которым член клуба венчурных инвесторов Angelsdeck Георгий Кожуховский и другие инвесторы из России выбрали Арабские Эмираты для релокации. 

Рынок Арабских Эмиратов привлекателен и для представителей NFT-проектов  — в ОАЭ легализованы платежи в криптовалюте. 

В Эмираты едут и предприниматели — для поддержки стартапов страна выделила 40 так называемых Free zone, где компании не платят налоги, если их оборот не превышает 370 000 дирхам (около 8 млн рублей). Открыть такую компанию может даже турист без вида на жительство. Также в ОАЭ действует так называемая «фриланс-виза» для фотографов, актеров, дизайнеров, журналистов и многих других специалистов. 

Но не все так просто. Forbes поговорил с россиянами, которые переехали в ОАЭ, о том, как устроен местный рынок и с какими сложностями еще придется столкнуться.",2022-04-14 10:52:43
226,"А вы знали, что часть расходов на образование можно возместить? Это можно сделать в течение трех лет с оплаты обучения, заполнив декларацию 3-НДФЛ и подав заявление на возврат излишне уплаченного налога. Вернуть можно часть расходов не только на свое обучение, но и на обучение детей, братьев и сестер. Но тут есть нюансы.

Что такое налоговый вычет на обучение, какие документы потребуются и в каком размере можно получить выплату, в колонке для Forbes рассказывает основатель центра развития бизнеса Zinin Business Hub Владимир Зинин.",2022-04-13 13:18:45
227,"Полмиллиарда рублей — столько принес бизнес по производству фудтраков и домов на колесах братьям Рафаэлю и Ренату Хабировым в 2021 году. Партнеры строят передвижные рестораны, дома, бани, медпункты и салоны красоты, среди клиентов их стартапа MobiTruck — фастфуд-проекты, обувной бренд Ecco, нефтяные компании Neste и Shell. 

Треть выручки в 2021 году принесли продажи за рубежом. Компания планировала усиливать экспортное направление, но в ее планы вмешались политический и экономический кризисы. 

Как MobiTruck стала «Мерседесом» на рынке фудтраков и что основатели планируют делать в новых экономических условиях, читайте в нашем материале.",2022-04-12 11:05:04
228,"Forbes продолжает рассказывать об инвестициях, которые привлекли в течение недели стартапы с русскоязычными основателями.

На этой неделе инвесторы вложились в три компании: сервис генерации музыки для сна от россиян в Берлине; фудтех-стартап, который строит сеть дарксторов в Португалии, и краснодарский сервис бронирования и сдачи в аренду личных автомобилей. Список составлен на основе данных Forbes, Rusbase и Inc. Максимальная сумма вложений на этой неделе — $15 млн.

Подробнее — в нашем материале

: Кадр из фильма «Свадебная вечеринка»",2022-04-09 14:35:49
229,"Владельцу косметической сети Lush в России придется закрыть 17 из 48 магазинов и уволить 200 из 500 сотрудников, рассказал он Forbes. 

Сеть столкнулась с кризисом из-за приостановки поставок продукции, о которой британская головная компания Lush объявила в начале марта. Российский бизнес Lush существует уже 20 лет.",2022-04-09 14:06:51
230,"Около 7% сотрудников российской мебельной компании «Аскона» остались без работы. Они занимались производством и логистикой матрасов, которые компания изготавливала для шведского мебельного гиганта IKEA. Партнеры сотрудничали почти 20 лет.

«Аскона» отправила часть сотрудников в оплачиваемые отпуска, часть переориентировала на другие проекты, остальные находятся в простое.

Как рассказал Forbes один из бывших сотрудников «Асконы», пожелавший остаться анонимным, к началу марта производство матрасов сократилось на 30%. Из-за этого часть сотрудников попала под сокращения. Например, из его отдела фото- и видео-проектов уволили восемь человек. О сокращении ему сообщили 11 марта и попросили доработать до конца месяца. 

В «Асконе» не подтвердили увольнения каких-либо сотрудников с конца февраля 2022 года.

: Донат Сорокин / ТАСС",2022-04-07 15:25:24
231,"За четыре года основатели сервиса Whoosh и бывшие топ-менеджеры S7 Дмитрий Чуйко, Егор Баяндин, Олег Журавлев и Сергей Лаврентьев смогли популяризировать аренду электросамокатов, привлечь крупные инвестиций и сделать кикшеринг бизнесом с прибылью в 1,8 млрд рублей. 

Что помогло Whoosh стать одним из лидеров российского рынка кикшеринга, как на его бизнесе сказалось регулирование и каким основатели видят будущее в условиях кризиса?",2022-04-07 11:16:42
232,"Предприниматели Олег Герасимов, Аркадий Хохлов и Виталий Кириллов запускали мобильные автомойки, криптокошелек, производство сыров и антисептиков, компанию по продаже участков под строительство коттеджей.

С отключением возможности для россиян расплачиваться за рубежом картами Visa и Mastercard они придумали сервис Easypay. Проект позволяет удаленно открыть счет в казахстанском банке. Меньше чем за месяц он мог принести основателям более 30 млн рублей.

Forbes вспомнил историю серийного бизнеса и разобрался, как работает новый проект стартаперов",2022-04-07 10:01:37
233,"Берлинский стартап Endel с российскими основателями привлек $15 млн. Лид-инвесторами раунда стали венчурные фонды из Долины Waverley Capital и True Ventures.

Endel основали в 2018 году шестеро россиян: Олег Ставицкий, Протей Темен, Филипп Петренко, Дмитрий Евграфов, Дмитрий Безуглый и Кирилл Булацев. До этого они вместе развивали серию игр для детей под брендом Bubl, а также онлайн-игру Dubl Crash. В 2015-м Ставицкий, а за ним и вся команда переехали в Берлин, где позднее запустили Endel. Приложение генерирует персонализированный музыкальный фон, опираясь на данные о пользователе, включая показатели его пульса, возраст, пол. На сегодня у приложения более 1 млн активных пользователей в месяц. 

Всего с учетом этого раунда Endel привлек более $22 млн. Об истории стартапа мы писали в марте, а о новой сделке можно почитать тут.

@forbesglobalrus",2022-04-05 19:07:25
234,"С начала «спецоперации» на Украине инвестиционные раунды с участием российских стартапов происходят редко. 

На этой неделе, как и на двух предыдущих, о привлечении денег объявили всего два проекта. Это разработчик программного обеспечения для автоматизации управления онлайн-продажами, основанный бывшими топ-менеджерами Циан, и создатель нейросети для диагностики болезней по медицинским снимкам.

Подробнее об этих проектах читайте в нашем материале

: Getty Images",2022-04-02 10:40:07
235,"Банк Бланк для бизнеса установил минимально возможный спред на обмен валюты — 20 копеек. Подключены к SWIFT, валютные платежи исправно работают. Чтобы оценить возможности, они предлагают 6 месяцев на тарифе с высокими лимитами для наших читателей по промокоду FORBES:

— 800 000 ₽ вывод на счёт физлица без комиссии до конца апреля, далее 700 000 ₽ каждый месяц
— 20 платёжек каждый месяц бесплатно
— 50 000 ₽ в любом банкомате без %.

Достаточно оставить заявку и активировать промокод после регистрации.

*Реклама",2022-03-31 12:00:57
236,"В марте российский рынок покинули десятки зарубежных брендов одежды — от люкса до масс-маркета. Среди них — популярные H&M, Zara, Uniqlo.

Часть российских брендов уже фиксируют увеличение спроса. Так, прирост в продажах в конце февраля-начале марта почувствовал бренд 1811, рассказывает Forbes его основательница Марина Терентьева.

Продажи обувного бренда Sintezia, по словам его основателя Александра Кутукова, за последний месяц выросли на 30% по сравнению с аналогичным периодом прошлого года.

Другие бренды бума продаж не замечают. «У нас на сайте в первые две недели [с конца февраля] продажи оставались на том же уровне, сейчас — спад на 20%, — рассказывает основательница бренда одежды NNedre Нелли Недре. — Мои коллеги дизайнеры наблюдают такую же картину». Продажи бренда Ushatava упали в разы.

Forbes разобрался, стоит ли запускать сейчас бренд одежды, в какую сумму обойдется старт в этой нише, где искать материалы и покупателей

: Vlad Karkov / SOPA Images / LightRocket via Getty Images",2022-03-31 10:38:02
237,"С конца февраля 2022 года страны стали приостанавливать для россиян программы «золотых паспортов» — получения гражданства ​в обмен на инвестиции, в том числе в недвижимость.

О таких ограничениях уже заявило государство Сент-Китс и Невис, паспортом которого владеет Павел Дуров, а также Доминикана, Антигуа и Барбуда, Гренада, Сент-Люсия. В 2021 году аналитики называли Сент-Китс и Невис и Доминикану странами с лучшими программами получения гражданства ​в обмен на инвестиции.

Forbes составил список из 11 стран, которые заявили об ограничениях по «золотым паспортам» и видам на жительство (ВНЖ) для россиян после начала «спецоперации» на Украине

: Chris J Ratcliffe / Getty Images",2022-03-29 12:19:01
238,"«Количество людей в центре Еревана, русская речь и диалоги, связанные со стартапами, очень напоминают мне Кремниевую долину девять лет назад. В 2013 году я проходил там бизнес-акселератор и познакомился с двумя московскими предпринимателями — теперь я встретился с ними здесь», — делится первыми впечатлениями от переезда в Армению Ренат Хайретдинов, основатель российской компании Infinity Resources, которая занимается подбором проектных IT-команд.

Армения стала одной из самых популярных стран для релокации российского бизнеса после начала «спецоперации» на Украине. Этому способствовали простая процедура регистрации компании, возможность приехать без загранпаспорта, инициативы властей, которые стараются интегрировать прибывших в местное бизнес-сообщество. 

С какими трудностями столкнулись россияне при переезде и останутся ли они в стране надолго?

: Christian Charisius / dpa / picture-alliance",2022-03-29 11:04:42
239,"Приложение Endel, которое создает музыкальный фон для сна и концентрации, основали в 2018 году шестеро российских предпринимателей во главе с бывшим журналистом Олегом Ставицким (на фото). 

Поначалу фаундеры не воспринимали проект как приоритетный. Все изменилось после акселератора Techstars Music для музыкальных стартапов. За ним последовали контракт с Warner Music и коллаборации с известными музыкантами, в том числе канадской певицей Grimes. Последний проект, Wind Down, компания выпустила 18 марта 2022 года с обладателем Грэмми — британским певцом Джеймсом Блейком.

С момента запуска приложение скачали более 2 млн раз. Как Ставицкий создал сервис для релаксации и привлек более $7 млн? Читайте в нашем материале

: Максим Шер для Forbes",2022-03-28 10:18:09
240,"В сложные времена любой бизнес сокращает расходы. Самое трудное — понять, какие статьи в бюджете были избыточными, а от каких отказываться нельзя. 

Как сэкономить без потери производительности и что делать с IT-отделом, топ-менеджментом и рекламой в условиях кризиса, рассказывает основатель и генеральный директор платформы для обучения и мотивации персонала «Эквио» Алексей Вагин

: Getty Images",2022-03-27 13:11:05
241,"Forbes продолжает рассказывать об инвестициях, которые привлекли за последнюю неделю стартапы с русскоязычными основателями.

На этой неделе инвестиционные раунды закрыли сервис курьерской доставки еды из Краснодара и онлайн-платформа для занятий с логопедом от экс-сотрудников Skyeng.

Подробнее — в нашем материале",2022-03-26 13:03:36
242,"«Бизнесу будет тяжело» — сначала был коронакризис, а теперь и санкции, которые не только снизили и без того невысокую покупательскую способность россиян, но и отмели большую часть банков для РКО: появились комиссии и проблемы с валютными операциями. В такой ситуации банки, которых не затронули ограничения, запускают меры поддержки малого и среднего предпринимательства.

Например, Бланк для бизнеса дарит 6 месяцев на тарифе с высокими лимитами для всех новых клиентов по промокоду FORBES:

— 800 000 ₽ вывод на счёт физлица без комиссии до конца апреля, далее 700 000 ₽ каждый месяц
— 20 платёжек каждый месяц бесплатно
— 50 000 ₽ в любом банкомате без %.

Достаточно оставить заявку и активировать промокод после регистрации

*Реклама",2022-03-24 13:04:33
243,"Российский сервис курьерской доставки Broniboy закрыл раунд В в размере 500 млн рублей, сообщил Forbes представитель стартапа. Инвестором выступила агропромышленная группа «Краснодарзернопродукт».

Раунд поделен на несколько траншей — первый, в размере 130 млн рублей, Broniboy получил в марте 2022 года. Стороны не раскрывают оценку стартапа и условия сделки.

С 2017 года Broniboy остается лидером в нише доставки еды в Краснодаре",2022-03-22 14:36:17
244,"«Мы проснулись утром [25 февраля], увидели в системе порядка 500 заявок и удивились. Подумали: интересно, сколько человек зашли на наш сайт за сутки? Увидели цифру 20 000, удивились еще больше», — вспоминает Наталья Семина, соосновательница миграционной платформы Hello Move. Прежде на сайт ее платформы за сутки заходили максимум 5000 пользователей. Hello Move, как и другие похожие проекты, выросла на волне интереса россиян к переезду в другие страны, возникшей в феврале 2022 года.

Бум спроса, несмотря на кризис, фиксируют не только компании, связанные с релокацией, но и производители товаров первой необходимости и разработчики софта.

Forbes нашел проекты, которые подсчитывают сверхприбыль во время спада в экономике, и узнал, с чем связан их бурный рост 

: Getty Images",2022-03-22 10:43:06
245,"​​11 марта компания Meta Platforms Inc. разрешила пользователям Facebook и Instagram размещать информацию, которая содержит призывы к насилию в отношении российских граждан, в том числе, военных. В ответ Генпрокуратура направила заявление в суд о признании Meta экстремистской организацией и запрете ее деятельности в России — Тверской суд Москвы начнет рассмотрение дела 21 марта.

Глава комитета Совета Федерации по конституционному законодательству и госстроительству Андрей Клишас заявил, что пользователей Facebook и Instagram не станут автоматически приравнивать к экстремистам, а глава комитета Госдумы по информационной политике Александр Хинштейн сказал, что пользователи Instagram не будут нести ответственность за публикации даже после возможного признания соцсети экстремистской.

Статус пользователей, тем не менее, пока непонятен — решающее слово будет за прокуратурой и иными правоохранительными органами. Что это может грозить пользователям, бизнесу, который использует Facebook и Instagram для продвижения, и миноритарным акционерам Meta?",2022-03-21 10:50:29
